gene,temperature,n,score_combined,max_combined,min_combined
exo70,30,1,0.19509943284084375,0.19509943284084375,-0.32703953690670295
exo84,23,1,-0.02055953334537474,0.5458834357330966,-0.3415949301516751
exo84,27,1,-0.3415949301516751,0.5458834357330966,-0.3415949301516751
exo84,30,1,-0.276986468543711,0.5458834357330966,-0.3415949301516751
exo84,33,1,0.5458834357330966,0.5458834357330966,-0.3415949301516751
frq1,23,1,0.32638283360808995,0.35541477100960917,-0.4252886098052663
frq1,27,1,0.35541477100960917,0.35541477100960917,-0.4252886098052663
frq1,30,1,0.3127611246792722,0.35541477100960917,-0.4252886098052663
frq1,33,1,-0.4252886098052663,0.35541477100960917,-0.4252886098052663
gaa1,23,2,-0.6582086821049516,-0.5127387545496604,-0.895618539630734
gaa1,27,2,-0.895618539630734,-0.5127387545496604,-0.895618539630734
gaa1,30,2,-0.5127387545496604,-0.5127387545496604,-0.895618539630734
gaa1,33,2,-0.6227410000700401,-0.5127387545496604,-0.895618539630734
gab1,23,6,-9.90249894150752,-9.90249894150752,-18.898820579241793
gab1,27,5,-10.863492637027436,-9.90249894150752,-18.898820579241793
gab1,30,3,-12.03017321437773,-9.90249894150752,-18.898820579241793
gab1,33,2,-18.898820579241793,-9.90249894150752,-18.898820579241793
gcd10,23,1,1.1234278171929977,1.1234278171929977,-0.18198559678976473
gcd10,27,1,0.9069081311778949,1.1234278171929977,-0.18198559678976473
gcd10,30,1,-0.18198559678976473,1.1234278171929977,-0.18198559678976473
gcd14,30,1,-0.6061963220267679,-0.6061963220267679,-0.6061963220267679
gdi1,23,1,0.9391911558687314,0.9391911558687314,0.659475607649511
gdi1,27,1,0.659475607649511,0.9391911558687314,0.659475607649511
gfa1,23,3,0.43200095993049215,0.9164850509075065,-0.13570559680363375
gfa1,27,3,-0.13570559680363375,0.9164850509075065,-0.13570559680363375
gfa1,30,3,0.2570191106733071,0.9164850509075065,-0.13570559680363375
gfa1,33,3,0.9164850509075065,0.9164850509075065,-0.13570559680363375
gna1,33,1,4.952961369189836,4.952961369189836,4.952961369189836
gpa1,23,1,1.960960935943425,5.326539585927113,1.960960935943425
gpa1,27,1,3.7712030333329345,5.326539585927113,1.960960935943425
gpa1,30,1,2.3267171041274897,5.326539585927113,1.960960935943425
gpa1,33,1,5.326539585927113,5.326539585927113,1.960960935943425
gpi1,23,1,-0.6761531705551708,0.10012355670716226,-0.6962282722884137
gpi1,27,1,-0.6962282722884137,0.10012355670716226,-0.6962282722884137
gpi1,30,1,0.10012355670716226,0.10012355670716226,-0.6962282722884137
